catagory,action-link-href,name,company,rate,privacy-policy-link-href
Business & finance,https://assistant.google.com/services/a/uid/0000003bd18f6e53,Index Flux,Sridhar Sathya,0,https://sites.google.com/view/privacypolicyforequityflux/home
Sports,https://assistant.google.com/services/a/uid/0000004e7f1232a1,fifa football quiz,Darshil,5,https://sites.google.com/view/privacy-policy-for-fifa-footba/home
Kids & family,https://assistant.google.com/services/a/uid/000000863eae5403,Kidzee General Knowledge,Anurag Guleria,0,https://sites.google.com/view/privacypolicyforkidzeegeneralk/home
Sports,https://assistant.google.com/services/a/uid/0000001d630a7338,Premier league trivia,manket,0,https://sites.google.com/view/privacypolicyforpremierleagueq/home
Local,https://assistant.google.com/services/a/uid/0000005ed56864e7,Handyman Services,TopVoiceBots,2,https://sites.google.com/view/privacypolicyhandymanservices
Education & reference,https://assistant.google.com/services/a/uid/000000f7bc8d6168,Michael's Resume,Michael Bricout,3.9,https://sites.google.com/view/privacy-policy-michael/accueil
Games & fun,https://assistant.google.com/services/a/uid/0000005671a303d0,motive me,Dave Priyank,5,https://sites.google.com/view/privacypolicymotiveme/home
Health & fitness,https://assistant.google.com/services/a/uid/000000cea2d3d7e6,Virtual Doc,Virtual Doctor,5,https://sites.google.com/view/privacypolicyofvirtualdoctor/home
Smart home,https://assistant.google.com/services/a/uid/0000008df05e9412,clean robotic,Proscenic,4.6,https://sites.google.com/view/privacy-policy-proscenic
Games & fun,https://assistant.google.com/services/a/uid/000000424fa29c1f,Quote Gen,,2.7,https://sites.google.com/view/quotegen/
"Movies, photos & TV",https://assistant.google.com/services/a/uid/00000001ee3d3502,recommend me,silly_hs,4,https://sites.google.com/view/recommend-me
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000b9c6e5dcc2,Red GK quiz,Prithvi Sutrave,0,https://sites.google.com/view/redgkquiz/home
Local,https://assistant.google.com/services/a/uid/000000cef5595044,Green Jobs Voice,Priyanka Chaudhary,5,https://sites.google.com/view/scgj-voice-portal/home
Health & fitness,https://assistant.google.com/services/a/uid/0000000d3e092ed7,Dr. Detector,Shaurya,2.3,https://sites.google.com/view/shauryapandey/privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000480d0f0a9b,Siyara niyara,Yashasvi Singh,5,https://sites.google.com/view/siyaraniyaraprivacypolicy/home
Weather,https://assistant.google.com/services/a/uid/00000030322a99fd,Smog Alert,Catbots,4.1,https://sites.google.com/view/smog-alert-privacy-policy
Travel & transportation,https://assistant.google.com/services/a/uid/00000015be89ce4a,Smpp assistance,,5,https://sites.google.com/view/smpredcrd/home
Smart home,https://assistant.google.com/services/a/uid/000000f4185253f3,SSG Alarm,,2,https://sites.google.com/view/ssgalarm
Education & reference,https://assistant.google.com/services/a/uid/000000ab7c278a80,Stephen Hawking's Life,,5,https://sites.google.com/view/sthawking
Health & fitness,https://assistant.google.com/services/a/uid/0000004de2cff620,Super Maya,Globalmantra Innovations Pvt Ltd,0,https://sites.google.com/view/super-maya-privacy-policy
Education & reference,https://assistant.google.com/services/a/uid/00000091556c934c,Swami Vivekananda's Story,,0,https://sites.google.com/view/swamivivek
Sports,https://assistant.google.com/services/a/uid/00000033ad9c9960,Team Captain,,0,https://sites.google.com/view/team-captian-privacy-policiy/home
Travel & transportation,https://assistant.google.com/services/a/uid/000000a67fee9988,Bangkok Metro,NYTU.NET,4.4,https://sites.google.com/view/thaitrain/privacy
Local,https://assistant.google.com/services/a/uid/00000087ad2057a5,Ticket Finder,Austin Smith,2.6,https://sites.google.com/view/ticketfinderprivacypolicy
Education & reference,https://assistant.google.com/services/a/uid/00000051536af973,Touch India,Dabhi Tapan .V.,4.6,https://sites.google.com/view/touchindia/
Music & audio,https://assistant.google.com/services/a/uid/0000000e2f5b9add,Train Audio,English King,4.2,https://sites.google.com/view/trainssound/home
Travel & transportation,https://assistant.google.com/services/a/uid/000000e884e595e9,Train Track,,4,https://sites.google.com/view/traintrack/home/privacy-policy?
Travel & transportation,https://assistant.google.com/services/a/uid/00000081b79a1d20,Thrilling Travel,ThrillingTravel,3,https://sites.google.com/view/traveladviser-privacy-policy/home
Travel & transportation,https://assistant.google.com/services/a/uid/00000057e6a2a2ff,travel tour,,0,https://sites.google.com/view/travel--tour/home?read_current=1
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000cecb9c3583,tv show suggester,Nikhil Tiwari,0,https://sites.google.com/view/tvshow123
Kids & family,https://assistant.google.com/services/a/uid/0000005a351b3402,Ultimate Color Quiz,RISHABH.DINKAR,0,https://sites.google.com/view/ultimatecolorquizgame/home
Travel & transportation,https://assistant.google.com/services/a/uid/000000b4f9628f1d,Uttar Pradesh TOURISM,Aman Patel,3.3,https://sites.google.com/view/uttar-pradesh-tourism/home
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000947a41e5a0,movie suggester,Nikhil tiwari,5,https://sites.google.com/view/videosuggester123
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000e270a52b81,Watchlist Helper,Tanuj Mehta,5,https://sites.google.com/view/watchlisthelper/home
Weather,https://assistant.google.com/services/a/uid/000000e322dd695e,Weather Girl,Ashish Kumar,3.7,https://sites.google.com/view/weathergirl/home
Weather,https://assistant.google.com/services/a/uid/00000040f27013e0,Weather Reporter,,3.3,https://sites.google.com/view/weather-reporter/privacy-policy
Local,https://assistant.google.com/services/a/uid/00000086bc355009,Weekend with Kids,Leland G,2.9,https://sites.google.com/view/weekend-with-kids/home
Education & reference,https://assistant.google.com/services/a/uid/0000008d22dcb12f,Wikipedia Friend,ido-green.appspot.com,4.6,https://sites.google.com/view/wikipedia-friend-aog/home
Education & reference,https://assistant.google.com/services/a/uid/0000007b09e8553d,WikiSpeaker,Urs Enke,4.2,https://sites.google.com/view/wikispeaker/english
Smart home,https://assistant.google.com/services/a/uid/000000bb2033a373,TCL mode,"TCL Multimedia Co.,Ltd",0,https://sites.google.com/view/wmassistant
Shopping,https://assistant.google.com/services/a/uid/0000003737910a4f,Gift Finder,Williams-Sonoma Brands Gift Finder Support,4,https://sites.google.com/view/wsi-giftfinder-privacy-policy/home
Food & drink,https://assistant.google.com/services/a/uid/0000008adceed732,MESS MENU,Hareesh,5,https://sites.google.com/view/www-messmenubot-com/privacy-policy
Games & fun,https://assistant.google.com/services/a/uid/000000105d980331,Joke every day,Voxion,5,https://sites.google.com/voxion.us/voxion/pp?authuser=0
Games & fun,https://assistant.google.com/services/a/uid/000000d2f2b996ca,Something random,Voxion,4.5,https://sites.google.com/voxion.us/voxion/pp?authuser=0
Sports,https://assistant.google.com/services/a/uid/0000003282b80456,Whitefish Mountain Resort,,0,https://skiwhitefish.com/privacy
Smart home,https://assistant.google.com/services/a/uid/000000ff75531e31,alarm oh,Slomins Shield,0,https://slomins.secure.direct/googlehome/privacy.php
Smart home,https://assistant.google.com/services/a/uid/00000054972c52f2,SmarTap,SmarTap,3.7,https://smartap-tech.com/wp-content/uploads/2018/02/SMARTAP-A.Y-LTD.-PRIVACY-POLICY-Final-4.2.18.pdf
Smart home,https://assistant.google.com/services/a/uid/00000020c5262461,home life,Dnake Company,4,https://smarthome.hilife.sg/hilife/google/policy
Local,https://assistant.google.com/services/a/uid/00000039ced21e44,GDG Bhubaneswar,Snehasish Nayak,5,https://snehasishnayak.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000e3f324cdbd,SolarGaps,SolarGaps Inc,5,https://solargaps.com/privacy
Food & drink,https://assistant.google.com/services/a/uid/0000002e1eb036d0,Sous Chef,backwardsE LLC,3.2,https://souschef.recipes/privacy.html
Smart home,https://assistant.google.com/services/a/uid/0000000221c62a2f,spd office,SPD-Ukraine,5,https://spd-ukraine.com/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/000000b06cfc1309,splitsecnd,,5,https://splitsecnd.com/privacy-policy/
News & magazines,https://assistant.google.com/services/a/uid/000000930d5a8bb4,Bustle,,4,https://spokenlayer.com/privacy-policy/
News & magazines,https://assistant.google.com/services/a/uid/000000be422aa834,Neal News,Neal Shyam,3.2,https://spokenlayer.com/privacy-policy/
News & magazines,https://assistant.google.com/services/a/uid/0000008268d805c6,Portland Tribune,Spokenlayer,5,https://spokenlayer.com/privacy-policy/
News & magazines,https://assistant.google.com/services/a/uid/000000247b090d15,TechCrunch,,5,https://spokenlayer.com/privacy-policy/
News & magazines,https://assistant.google.com/services/a/uid/0000004d9cdb27aa,Watch This,,5,https://spokenlayer.com/privacy-policy/
Arts & lifestyle,https://assistant.google.com/services/a/uid/00000037169728bb,Sport Clips,"SportClips, Inc",0,https://sportclips.com/about-us/privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000b27a103838,SRM Mess Food,T.R.Rohith,3.9,https://srmmessfood.trrohith.com/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000aa24da8fcc,Cheapest Car Insurance,Starbutter AI,4,https://static.starbutter.com/StarbutterPrivacyNotice.pdf
Business & finance,https://assistant.google.com/services/a/uid/000000a1e43dd06b,Homeowners Insurance,Starbutter AI,4.8,https://static.starbutter.com/StarbutterPrivacyNotice.pdf
Business & finance,https://assistant.google.com/services/a/uid/000000b09f330840,Loan Finder,Starbutter AI,4.6,https://static.starbutter.com/StarbutterPrivacyNotice.pdf
Business & finance,https://assistant.google.com/services/a/uid/000000374072da93,Renters Insurance,Starbutter AI,4.6,https://static.starbutter.com/StarbutterPrivacyNotice.pdf
Business & finance,https://assistant.google.com/services/a/uid/0000002b283b5ac8,Steve's Tree,Steve's Tree & Landscape,1,https://stevestree.com/privacy/
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000356b2a3cca,Stream Sidekick,Stream Sidekick,3.7,https://streamsidekick.com/privacy/
Music & audio,https://assistant.google.com/services/a/uid/000000b00ebc5a99,Simple Radio,Streema Inc.,5,https://streema.com/about/privacy/
Education & reference,https://assistant.google.com/services/a/uid/000000d3fdb78966,Scrabble Word Checker,Ayush Yembarwar,4,https://subwayharearmy.github.io/pages/google_assistant.html
Smart home,https://assistant.google.com/services/a/uid/000000eb4a3e9f58,Flo Device,Flo Technologies,3,https://support.meetflo.com/hc/en-us/sections/206598868-Terms-and-Conditions
News & magazines,https://assistant.google.com/services/a/uid/00000000829fe456,Swedish Radio,Sveriges Radio,4.2,https://sverigesradio.se/sida/artikel.aspx?programid=2370&artikel=6869248
Shopping,https://assistant.google.com/services/a/uid/000000168ea40a50,sylk boulevard,Global Automate Technologies,5,https://sylkboulevard.com/gdpr.html?policy=privacy
Food & drink,https://assistant.google.com/services/a/uid/00000094e37c0f8b,Tasted,Pylon,3.7,https://tasted.com/static/privacy.html
Local,https://assistant.google.com/services/a/uid/0000006a542c5705,TEDx Covelong,TEDxCovelong,5,https://tedxcovelong.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/00000006db50e8c8,TempoChef,TempoChef,0,https://tempochef.com/pages/privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000ab749e0e18,Tender,"Reign City Apps, LLC",4.1,https://tendercocktails.com/privacy
Food & drink,https://assistant.google.com/services/a/uid/000000d08fa3ee02,Uncle diet,,3,https://termsfeed.com/privacy-policy/33093bf5cd35a9148b99ae1dafdc3e4b
Games & fun,https://assistant.google.com/services/a/uid/00000044a750e989,Pick Me Up,Introlight,4.1,https://termsfeed.com/privacy-policy/a0d9d067dfcf7918ca97dc303323d4fc
Health & fitness,https://assistant.google.com/services/a/uid/000000378c75dd1a,Symptom Care,Quickrcare.com,5,https://test.quickrcare.com/privacy
Health & fitness,https://assistant.google.com/services/a/uid/000000937164d592,Thalassemia InfoBot,Simar Preet Singh,5,https://thalassemia-info-bot.herokuapp.com/privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000f9e0612945,The Bartender,Pylon ai,3.2,https://thebartender.io/static/privacy.html
Education & reference,https://assistant.google.com/services/a/uid/000000891e27b504,thumb wikis,,5,https://thumbwiki.com/privacy-policy
Productivity,https://assistant.google.com/services/a/uid/000000554705b031,TickTick,Appest Inc.,4.4,https://ticktick.com/about/privacy
Games & fun,https://assistant.google.com/services/a/uid/000000e975ccad13,Punish Party,tocie,3.1,https://tocie.net/?page_id=432
Music & audio,https://assistant.google.com/services/a/uid/0000003e6fd18218,The Tommy Show,,0,https://tommyshow.com/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/000000b714017e67,Salestube Guide,,0,https://tools.groupone.pl/salestube-guide/SalestubeGuidePP.pdf
Travel & transportation,https://assistant.google.com/services/a/uid/000000541d3051ac,Tory Ferry,,0,https://toryferry.com/voice/google-privacy-policy
Music & audio,https://assistant.google.com/services/a/uid/000000554555d584,Jazzy Music,Mihan Inc.,5,https://tubbachistie.wixsite.com/mihan/privacy-policy
Music & audio,https://assistant.google.com/services/a/uid/0000006696b0df84,Mendes Music,Mihan Inc.,5,https://tubbachistie.wixsite.com/mihan/privacy-policy
Smart home,https://assistant.google.com/services/a/uid/000000668b17779b,Luffanet,Luffanet,5,https://tuber.luffanet.com.tw/#/privacy
Weather,https://assistant.google.com/services/a/uid/0000006ea669ef40,uHoo,uHoo Limited,2.8,https://uhooair.com/legal/privacy-policy
Productivity,https://assistant.google.com/services/a/uid/0000006a12e0f2d0,Time Clock,Ulimi,5,https://ulimidoes.com/time-clock-privacy-policy/
Communication & social,https://assistant.google.com/services/a/uid/000000b54b860f99,Unify Circuit,Roger Urscheler,4.2,https://unify.com/en/legal-information/dps-for-circuit?tac=1
Games & fun,https://assistant.google.com/services/a/uid/000000dab6de2ad7,Fortnite Place Dropper,Fortnite Place Dropper,4.4,https://unknownhacker1125.github.io/Fortnite-Place-Dropper/privacy-policy.md
Business & finance,https://assistant.google.com/services/a/uid/0000004f776c374a,E*TRADE,E*TRADE,4.2,https://us.etrade.com/l/f/privacy-statement
Smart home,https://assistant.google.com/services/a/uid/000000d26892b8a3,LG,LG Electronics,3.1,https://us.m.lgaccount.com/customer/terms_detail?country=US&language=en-US&terms_div=update&terms_svcCode=SVC202&terms_type=PRV_SMARTHOME
Smart home,https://assistant.google.com/services/a/uid/0000006a49978d81,climaxhome,Climax Technology Co.,3.5,https://us.vestasmarthome.com/Vesta/terms_and_conditions.html
Education & reference,https://assistant.google.com/services/a/uid/00000079337cf255,Capacitance Decoder,,5,https://us-central1-capacitor-decoder.cloudfunctions.net/privacy
Music & audio,https://assistant.google.com/services/a/uid/000000eec202808f,Tabletop Audio,,4.8,https://us-central1-tabletopaudio.cloudfunctions.net/privacy
Smart home,https://assistant.google.com/services/a/uid/0000009e5e16ee39,ematic home,"Chengdu Meross Technology Co.,Ltd.",0,https://us-iot.meross.com/public/smart/ematic_policy.html
